Area (sqft),Bedrooms,Bathrooms,Floors,Age (years),Location Quality,Price (USD)
551.38,2.0,2.0,1.0,39.0,7.0,138361.64
3666.65,1.0,3.0,2.0,45.0,7.0,453690.73
4866.16,5.0,1.0,1.0,28.0,,605733.83
2469.48,2.0,2.0,2.0,14.0,1.0,283050.28
1557.38,2.0,3.0,2.0,47.0,6.0,242710.45
3671.92,4.0,3.0,2.0,10.0,5.0,484787.84
4177.08,1.0,1.0,2.0,43.0,4.0,462693.76
2958.94,4.0,2.0,2.0,33.0,1.0,330600.29
,4.0,2.0,2.0,35.0,4.0,573835.94
732.51,3.0,2.0,2.0,29.0,7.0,
2771.58,5.0,3.0,2.0,34.0,4.0,351535.8
3733.04,2.0,2.0,1.0,8.0,1.0,420838.28
4381.88,1.0,2.0,1.0,17.0,1.0,448321.28
1306.65,5.0,2.0,1.0,18.0,1.0,207768.9
4100.02,5.0,2.0,2.0,38.0,5.0,515230.38
2987.18,1.0,1.0,2.0,3.0,7.0,391437.35
2284.49,5.0,1.0,1.0,5.0,9.0,361034.7
1092.72,3.0,1.0,1.0,32.0,,212309.17
4393.83,5.0,2.0,2.0,31.0,2.0,491592.69
1207.73,3.0,2.0,2.0,15.0,9.0,254729.63
1894.05,2.0,3.0,1.0,10.0,4.0,274966.58
1805.2,2.0,3.0,2.0,21.0,5.0,256047.44
4421.36,4.0,3.0,1.0,35.0,5.0,528815.94
3527.16,3.0,,2.0,49.0,4.0,405584.19
4085.07,2.0,,1.0,22.0,6.0,483630.52
1627.11,5.0,1.0,1.0,25.0,1.0,200034.87
3311.93,1.0,1.0,2.0,30.0,2.0,375717.89
3072.86,1.0,2.0,1.0,28.0,4.0,379694.41
4247.74,3.0,1.0,2.0,4.0,,481337.42
4577.39,4.0,3.0,2.0,37.0,8.0,585030.37
554.71,5.0,3.0,2.0,24.0,,201467.58
3533.09,3.0,1.0,2.0,33.0,4.0,397230.33
733.26,1.0,3.0,2.0,11.0,6.0,172776.05
2969.86,3.0,1.0,1.0,21.0,4.0,343004.78
1794.35,5.0,1.0,2.0,8.0,4.0,250722.78
1880.49,2.0,3.0,2.0,19.0,9.0,302238.9
2088.31,5.0,3.0,1.0,28.0,4.0,276519.85
3295.82,2.0,3.0,2.0,43.0,6.0,429019.92
2003.22,2.0,3.0,1.0,28.0,9.0,309299.98
,2.0,1.0,2.0,44.0,3.0,419952.1
2320.37,3.0,3.0,1.0,26.0,7.0,335768.79
807.59,1.0,3.0,2.0,16.0,7.0,186988.88
4026.92,,2.0,2.0,4.0,1.0,437205.66
1785.91,1.0,3.0,2.0,44.0,2.0,226665.89
2447.45,5.0,3.0,2.0,12.0,5.0,342035.2
3584.5,4.0,1.0,2.0,41.0,8.0,453169.26
1996.05,5.0,1.0,1.0,14.0,6.0,302010.08
754.64,3.0,2.0,1.0,14.0,7.0,195448.56
,3.0,3.0,2.0,17.0,3.0,288903.42
4750.02,1.0,3.0,1.0,49.0,6.0,548112.31
,3.0,3.0,2.0,1.0,9.0,463222.97
3521.66,2.0,3.0,2.0,22.0,3.0,422830.25
3345.27,3.0,3.0,2.0,42.0,6.0,428262.2
1395.46,1.0,3.0,1.0,12.0,7.0,225522.74
2382.5,1.0,2.0,2.0,42.0,5.0,287918.1
3879.23,2.0,3.0,1.0,3.0,8.0,505135.14
956.18,1.0,3.0,,,8.0,185764.67
1750.34,4.0,3.0,2.0,24.0,6.0,273208.33
1743.44,5.0,2.0,1.0,10.0,7.0,300631.13
2444.09,3.0,3.0,2.0,49.0,3.0,298297.61
4911.66,4.0,2.0,1.0,47.0,7.0,599302.83
803.76,3.0,1.0,2.0,41.0,7.0,159963.97
2834.15,4.0,3.0,2.0,11.0,4.0,376961.88
1307.14,3.0,2.0,2.0,12.0,4.0,209065.38
,,1.0,1.0,8.0,3.0,540085.79
1009.87,1.0,2.0,2.0,44.0,7.0,181100.41
2316.2,1.0,2.0,1.0,37.0,5.0,302588.88
3820.48,2.0,1.0,2.0,,3.0,437793.81
3670.49,,3.0,2.0,42.0,6.0,484528.43
2402.28,5.0,3.0,1.0,42.0,6.0,
2059.36,4.0,2.0,2.0,9.0,6.0,316995.91
2289.26,1.0,1.0,2.0,22.0,2.0,253519.71
1689.24,5.0,3.0,1.0,14.0,7.0,282736.05
1424.0,3.0,2.0,,44.0,7.0,229214.92
2673.68,5.0,1.0,1.0,22.0,4.0,333013.58
,4.0,2.0,,39.0,6.0,261466.2
1793.58,2.0,1.0,1.0,36.0,4.0,246575.48
3455.4,3.0,3.0,1.0,33.0,4.0,422506.43
4858.42,4.0,3.0,2.0,15.0,6.0,602182.78
3216.37,3.0,2.0,1.0,44.0,,434982.76
846.41,5.0,3.0,1.0,40.0,7.0,208468.35
840.13,1.0,3.0,2.0,,2.0,129083.09
4781.4,4.0,1.0,1.0,31.0,6.0,554047.45
1837.81,2.0,3.0,2.0,37.0,5.0,273941.01
914.3,5.0,1.0,1.0,39.0,6.0,193469.02
3195.7,,1.0,1.0,45.0,8.0,426953.17
3306.42,2.0,2.0,2.0,4.0,8.0,448150.8
3418.27,4.0,1.0,1.0,16.0,3.0,411418.53
1703.31,5.0,3.0,2.0,21.0,9.0,305430.52
568.0,4.0,1.0,1.0,38.0,,
4842.57,3.0,1.0,1.0,,7.0,574883.98
,5.0,2.0,,47.0,9.0,305766.51
3542.12,4.0,3.0,2.0,17.0,7.0,470823.9
3679.83,1.0,,1.0,27.0,9.0,487880.07
3245.03,4.0,3.0,1.0,12.0,1.0,376850.3
1908.08,3.0,,1.0,49.0,1.0,218953.73
1719.93,2.0,3.0,2.0,41.0,3.0,225512.82
3189.51,,3.0,2.0,0.0,9.0,451433.67
4397.43,2.0,1.0,1.0,49.0,1.0,468720.84
4760.3,1.0,2.0,1.0,18.0,1.0,489404.85
976.58,3.0,2.0,1.0,33.0,5.0,158046.58
1196.73,5.0,1.0,2.0,3.0,8.0,219534.38
4751.31,2.0,2.0,1.0,42.0,2.0,528485.57
3814.41,3.0,2.0,,2.0,,446793.07
4473.47,4.0,2.0,2.0,40.0,6.0,542864.27
1411.85,1.0,3.0,1.0,9.0,1.0,196235.16
3144.14,3.0,2.0,2.0,27.0,4.0,
3655.13,3.0,3.0,2.0,33.0,4.0,446055.93
3560.5,5.0,2.0,1.0,38.0,9.0,472018.75
2336.68,3.0,3.0,1.0,46.0,9.0,356800.11
569.28,5.0,1.0,1.0,18.0,6.0,138377.04
3123.17,1.0,1.0,1.0,41.0,8.0,380083.89
1638.96,1.0,2.0,1.0,45.0,4.0,217419.42
2526.14,4.0,3.0,1.0,35.0,8.0,372822.16
4809.11,5.0,1.0,1.0,42.0,3.0,
2295.66,5.0,1.0,2.0,2.0,2.0,279699.75
4279.11,2.0,1.0,1.0,22.0,6.0,501376.69
1348.43,2.0,1.0,1.0,16.0,5.0,194375.64
3526.07,4.0,2.0,1.0,6.0,8.0,475829.01
4896.53,1.0,3.0,1.0,25.0,1.0,528121.46
958.52,2.0,1.0,1.0,,3.0,153732.41
537.44,3.0,2.0,1.0,17.0,7.0,148788.92
2451.12,1.0,1.0,2.0,45.0,4.0,294810.22
916.81,3.0,1.0,1.0,45.0,5.0,159416.8
3867.73,5.0,1.0,2.0,5.0,8.0,500043.06
4615.47,1.0,1.0,1.0,30.0,1.0,460712.11
2453.09,4.0,2.0,2.0,28.0,1.0,294147.9
,5.0,3.0,,8.0,7.0,310168.22
2454.81,5.0,2.0,2.0,34.0,9.0,383674.55
3755.52,3.0,,1.0,16.0,4.0,463933.87
540.74,5.0,2.0,1.0,11.0,8.0,182841.96
3152.54,2.0,1.0,1.0,35.0,7.0,396734.33
3259.81,1.0,,1.0,47.0,2.0,371596.82
3369.6,2.0,1.0,,23.0,5.0,
1589.1,3.0,2.0,1.0,9.0,9.0,263103.46
,3.0,1.0,2.0,29.0,9.0,
911.26,1.0,3.0,2.0,28.0,3.0,146541.67
1396.72,5.0,3.0,2.0,38.0,,228846.45
4448.62,4.0,1.0,1.0,9.0,2.0,496785.25
3824.25,3.0,2.0,1.0,38.0,7.0,452221.96
561.85,1.0,1.0,2.0,27.0,6.0,133183.86
1617.69,4.0,2.0,1.0,17.0,5.0,224750.48
1464.83,5.0,3.0,1.0,40.0,7.0,270224.08
1718.63,3.0,1.0,1.0,49.0,4.0,219384.12
1614.02,1.0,,2.0,16.0,5.0,228894.54
781.37,1.0,,2.0,10.0,9.0,183426.51
2565.23,1.0,2.0,1.0,0.0,9.0,359586.26
,3.0,1.0,2.0,16.0,4.0,442972.9
3230.29,4.0,1.0,2.0,35.0,6.0,400423.92
3527.92,1.0,1.0,1.0,35.0,2.0,377783.75
865.17,5.0,3.0,1.0,45.0,3.0,141094.2
4781.71,1.0,2.0,2.0,8.0,9.0,589054.55
4273.21,4.0,2.0,2.0,44.0,6.0,532746.87
4122.91,3.0,3.0,1.0,27.0,8.0,521405.14
4203.43,1.0,1.0,1.0,47.0,5.0,482184.47
4697.2,1.0,1.0,1.0,32.0,2.0,485757.09
2949.14,5.0,3.0,2.0,2.0,7.0,422310.96
1401.27,5.0,2.0,2.0,7.0,6.0,255102.84
3275.53,1.0,2.0,1.0,49.0,2.0,374005.12
3842.97,1.0,2.0,1.0,5.0,6.0,467304.48
3820.63,5.0,2.0,1.0,5.0,8.0,509777.43
2846.52,4.0,3.0,1.0,28.0,,320246.81
808.06,2.0,2.0,2.0,36.0,4.0,
2170.01,2.0,3.0,1.0,11.0,1.0,250798.16
4643.45,1.0,1.0,1.0,8.0,2.0,501029.53
3130.02,5.0,3.0,2.0,40.0,1.0,361719.85
2922.49,3.0,2.0,1.0,48.0,6.0,381516.88
1709.84,3.0,1.0,2.0,18.0,6.0,280069.9
2158.02,2.0,3.0,2.0,16.0,1.0,265817.75
,4.0,3.0,2.0,47.0,4.0,544622.58
3499.08,2.0,3.0,1.0,43.0,4.0,403462.47
4043.24,1.0,1.0,2.0,31.0,8.0,495274.3
2544.55,4.0,3.0,1.0,34.0,6.0,353823.55
3336.11,,2.0,2.0,13.0,2.0,386661.56
1617.73,,1.0,2.0,48.0,5.0,258606.31
3674.57,5.0,1.0,2.0,15.0,,435018.14
2424.21,1.0,3.0,1.0,20.0,4.0,310652.24
2491.45,2.0,2.0,1.0,11.0,8.0,
3421.95,1.0,1.0,2.0,23.0,5.0,409841.73
4713.26,5.0,3.0,1.0,33.0,3.0,548785.16
788.03,3.0,2.0,2.0,7.0,4.0,151880.49
4211.34,,,2.0,43.0,1.0,478487.02
1815.72,4.0,3.0,2.0,20.0,6.0,278927.11
2497.64,,1.0,2.0,47.0,4.0,306148.8
598.61,5.0,1.0,1.0,7.0,6.0,143575.6
1854.71,4.0,3.0,2.0,27.0,2.0,238545.34
2761.84,,1.0,,15.0,5.0,330260.48
752.79,5.0,1.0,2.0,9.0,9.0,188160.78
2709.93,1.0,2.0,,14.0,8.0,364892.36
4672.0,5.0,2.0,2.0,3.0,3.0,538038.97
974.27,1.0,3.0,2.0,25.0,1.0,135745.77
3939.98,4.0,3.0,2.0,14.0,3.0,455958.92
2343.52,5.0,3.0,1.0,35.0,8.0,347013.41
3448.28,4.0,3.0,1.0,31.0,3.0,406485.35
1671.06,4.0,,2.0,42.0,,
1217.72,2.0,1.0,,37.0,2.0,
1222.08,5.0,,1.0,3.0,1.0,168435.35
817.21,1.0,3.0,2.0,40.0,,165445.06
1335.41,1.0,3.0,,8.0,5.0,205994.77
3488.99,5.0,2.0,2.0,34.0,6.0,434626.21
4467.61,2.0,2.0,2.0,,2.0,490488.81
,2.0,3.0,1.0,,9.0,524844.9
3583.1,2.0,1.0,1.0,46.0,2.0,361490.55
996.94,1.0,3.0,1.0,8.0,2.0,149084.46
1801.34,4.0,2.0,1.0,1.0,5.0,275636.37
1894.13,2.0,3.0,2.0,2.0,9.0,315789.41
1624.81,1.0,3.0,2.0,43.0,4.0,236312.98
2817.53,1.0,1.0,2.0,47.0,6.0,356793.26
2909.99,4.0,3.0,2.0,4.0,2.0,348650.0
2105.99,5.0,3.0,1.0,9.0,4.0,318294.07
2092.05,5.0,3.0,1.0,27.0,9.0,346016.44
4228.5,2.0,2.0,2.0,14.0,2.0,474328.03
4051.82,2.0,2.0,1.0,13.0,1.0,
1885.08,4.0,1.0,1.0,45.0,4.0,234049.51
4612.05,2.0,3.0,2.0,22.0,4.0,522971.06
4787.67,4.0,2.0,1.0,12.0,1.0,532568.01
1970.34,1.0,1.0,2.0,,4.0,269138.98
2094.91,2.0,3.0,1.0,29.0,3.0,270578.51
2775.35,1.0,1.0,1.0,39.0,2.0,305660.25
4735.04,3.0,1.0,2.0,7.0,4.0,549776.4
4443.44,4.0,1.0,2.0,16.0,8.0,567955.68
961.56,,1.0,2.0,29.0,7.0,173835.34
,2.0,1.0,1.0,16.0,9.0,349808.34
2990.17,1.0,1.0,2.0,34.0,8.0,386412.07
,,,1.0,0.0,1.0,317249.8
1372.38,3.0,3.0,2.0,48.0,2.0,
4364.68,2.0,3.0,1.0,,2.0,496203.02
3546.23,5.0,1.0,2.0,47.0,8.0,448886.05
4270.59,3.0,3.0,2.0,48.0,4.0,510672.13
4364.44,2.0,1.0,1.0,24.0,9.0,548077.46
3867.6,1.0,3.0,1.0,1.0,2.0,419839.57
2476.45,2.0,2.0,2.0,24.0,4.0,325599.14
,1.0,1.0,1.0,13.0,1.0,337386.21
,5.0,2.0,2.0,38.0,3.0,200993.16
3531.4,2.0,1.0,1.0,32.0,6.0,428184.78
,5.0,1.0,1.0,16.0,9.0,240001.29
3622.77,3.0,2.0,,30.0,1.0,391144.81
1533.19,1.0,2.0,2.0,9.0,5.0,265546.99
1028.98,3.0,2.0,1.0,5.0,2.0,176971.47
1243.78,1.0,1.0,1.0,38.0,7.0,199671.22
508.96,5.0,2.0,1.0,24.0,4.0,132342.38
3734.33,,2.0,1.0,37.0,5.0,465063.34
3795.8,,3.0,2.0,36.0,8.0,476461.23
2817.2,5.0,3.0,2.0,29.0,2.0,354819.36
1226.13,1.0,2.0,1.0,33.0,3.0,177884.68
875.99,1.0,2.0,2.0,17.0,5.0,162817.45
586.08,1.0,2.0,1.0,23.0,4.0,129917.46
1245.87,1.0,2.0,1.0,48.0,5.0,188513.44
4508.85,2.0,3.0,1.0,26.0,3.0,520737.97
1586.92,3.0,1.0,2.0,26.0,9.0,273855.0
2094.22,4.0,2.0,1.0,38.0,8.0,303485.02
974.05,2.0,2.0,2.0,20.0,6.0,192794.62
1500.63,1.0,3.0,2.0,18.0,1.0,201482.47
2836.51,2.0,2.0,1.0,38.0,4.0,341538.97
3234.89,,2.0,2.0,22.0,7.0,420698.07
,1.0,3.0,1.0,38.0,5.0,240489.75
759.79,4.0,2.0,1.0,47.0,4.0,146743.77
2259.65,1.0,2.0,2.0,43.0,,335335.13
1553.92,4.0,3.0,1.0,46.0,8.0,272082.19
1487.99,,1.0,2.0,14.0,3.0,219076.1
4819.38,3.0,2.0,2.0,42.0,6.0,
3273.35,3.0,2.0,2.0,1.0,,397385.79
3005.95,2.0,1.0,1.0,34.0,7.0,367642.39
2370.99,2.0,3.0,2.0,19.0,,275683.73
2430.25,4.0,1.0,1.0,27.0,1.0,
2934.07,1.0,2.0,1.0,14.0,6.0,369259.38
3633.93,5.0,1.0,2.0,15.0,7.0,477471.49
3659.66,5.0,3.0,2.0,,9.0,487423.52
1272.62,1.0,2.0,1.0,46.0,7.0,199945.4
2750.51,1.0,3.0,2.0,11.0,9.0,384153.99
2353.81,3.0,3.0,2.0,38.0,9.0,361134.76
4417.37,5.0,,2.0,38.0,8.0,570057.13
3341.39,,1.0,1.0,42.0,7.0,448182.0
2896.27,2.0,3.0,2.0,19.0,3.0,363402.39
1019.28,3.0,3.0,1.0,28.0,3.0,145748.89
3225.37,5.0,2.0,1.0,42.0,5.0,398616.19
1027.42,1.0,3.0,2.0,48.0,7.0,164753.49
2017.43,5.0,3.0,2.0,2.0,7.0,324995.03
1142.79,4.0,1.0,1.0,47.0,1.0,161127.81
3614.33,3.0,3.0,1.0,4.0,8.0,487788.07
1428.13,1.0,3.0,2.0,1.0,1.0,166958.32
2263.37,4.0,1.0,1.0,22.0,4.0,305824.22
4530.54,2.0,2.0,2.0,25.0,2.0,510096.8
1419.42,3.0,1.0,1.0,25.0,5.0,227373.28
2785.12,4.0,1.0,2.0,6.0,6.0,381403.09
2386.72,4.0,3.0,1.0,9.0,,315610.64
581.56,1.0,3.0,2.0,4.0,4.0,110806.85
4067.41,2.0,2.0,2.0,46.0,7.0,509250.26
810.71,4.0,3.0,1.0,11.0,4.0,170636.99
2634.15,3.0,2.0,2.0,31.0,2.0,292495.69
3023.05,4.0,2.0,1.0,41.0,4.0,361462.02
3327.92,5.0,2.0,1.0,30.0,7.0,429429.92
3598.84,3.0,2.0,1.0,21.0,1.0,404958.71
1639.73,3.0,3.0,1.0,16.0,4.0,
544.9,,1.0,2.0,19.0,6.0,141053.18
3755.5,1.0,1.0,1.0,19.0,8.0,462555.21
2910.45,3.0,3.0,1.0,42.0,,390388.32
4262.53,5.0,3.0,1.0,7.0,9.0,
4196.25,1.0,2.0,2.0,46.0,5.0,478156.1
4294.97,1.0,3.0,1.0,33.0,2.0,483520.76
2682.93,1.0,1.0,2.0,48.0,3.0,292762.62
2001.33,3.0,,2.0,22.0,,252813.28
4062.01,1.0,3.0,1.0,37.0,9.0,537449.33
2530.82,4.0,2.0,2.0,27.0,6.0,350028.22
1325.49,1.0,2.0,1.0,12.0,,157243.53
4347.38,5.0,2.0,2.0,28.0,3.0,497857.13
4471.52,2.0,2.0,2.0,7.0,7.0,537058.06
,5.0,,,10.0,7.0,367375.97
840.65,3.0,3.0,2.0,46.0,5.0,175850.96
2245.22,1.0,3.0,1.0,44.0,3.0,277234.97
4115.92,1.0,2.0,2.0,17.0,7.0,502599.83
4557.98,4.0,1.0,1.0,49.0,5.0,532013.69
1415.63,1.0,1.0,,24.0,6.0,197717.42
801.38,5.0,,1.0,48.0,3.0,153318.82
,3.0,2.0,1.0,21.0,6.0,536954.54
2252.32,2.0,3.0,2.0,44.0,7.0,326105.53
2937.92,1.0,3.0,1.0,34.0,8.0,390439.71
4856.3,2.0,1.0,,28.0,2.0,512279.57
799.54,1.0,1.0,1.0,20.0,2.0,97945.71
3417.43,3.0,3.0,1.0,6.0,6.0,454248.82
833.47,5.0,2.0,2.0,11.0,8.0,205590.23
2189.61,3.0,2.0,1.0,35.0,5.0,289723.04
4117.17,2.0,3.0,2.0,23.0,1.0,448904.7
2450.63,1.0,3.0,1.0,31.0,1.0,268298.07
4987.32,,2.0,1.0,26.0,9.0,605174.96
3015.77,5.0,2.0,1.0,31.0,,389489.3
1945.23,3.0,2.0,1.0,31.0,1.0,236140.11
1490.5,2.0,3.0,1.0,31.0,8.0,265134.93
2077.34,2.0,1.0,1.0,25.0,2.0,252326.86
2176.4,5.0,2.0,2.0,,2.0,302638.3
809.21,,,2.0,45.0,1.0,107198.2
2163.08,2.0,2.0,1.0,17.0,1.0,245628.12
2589.07,5.0,3.0,1.0,38.0,9.0,394678.77
3752.32,1.0,1.0,1.0,4.0,1.0,405918.77
3455.28,,1.0,2.0,15.0,6.0,420187.54
3689.45,3.0,2.0,,10.0,7.0,460005.36
537.64,5.0,3.0,2.0,34.0,4.0,140823.97
1479.5,1.0,1.0,2.0,47.0,5.0,
3477.58,3.0,3.0,2.0,10.0,4.0,431231.88
2677.95,4.0,1.0,2.0,41.0,4.0,314218.61
523.91,5.0,2.0,2.0,22.0,1.0,87090.11
4120.23,4.0,3.0,1.0,33.0,6.0,516590.84
3977.64,1.0,2.0,2.0,47.0,7.0,479640.89
2967.89,5.0,1.0,2.0,16.0,7.0,423834.73
799.08,3.0,1.0,1.0,,8.0,196519.61
3949.32,1.0,2.0,1.0,17.0,7.0,470850.7
3126.71,5.0,1.0,2.0,43.0,6.0,412336.15
4018.82,5.0,2.0,1.0,7.0,8.0,538487.77
3882.86,4.0,2.0,1.0,25.0,3.0,445833.26
4113.51,1.0,2.0,1.0,2.0,9.0,522089.22
2831.04,3.0,1.0,2.0,23.0,3.0,331023.63
1131.46,3.0,3.0,2.0,2.0,,183519.44
3520.21,1.0,2.0,1.0,37.0,6.0,
3292.13,1.0,,1.0,1.0,8.0,412113.26
3840.14,2.0,1.0,2.0,34.0,3.0,423468.19
1264.46,4.0,1.0,2.0,,6.0,212021.41
1377.39,1.0,3.0,1.0,8.0,5.0,216710.88
4506.84,1.0,2.0,2.0,,5.0,506287.04
3874.9,2.0,1.0,2.0,21.0,5.0,469839.34
4587.03,2.0,2.0,1.0,30.0,9.0,551344.0
3914.22,5.0,2.0,1.0,33.0,7.0,478609.28
3187.2,3.0,3.0,2.0,23.0,9.0,446700.53
3443.6,,1.0,2.0,8.0,9.0,452890.47
4501.08,5.0,3.0,2.0,45.0,6.0,555185.58
3104.63,1.0,1.0,1.0,,6.0,369662.06
3345.76,2.0,3.0,1.0,1.0,4.0,416449.96
1204.15,3.0,1.0,1.0,20.0,8.0,212136.31
2632.65,5.0,1.0,1.0,33.0,2.0,326110.51
3723.79,3.0,1.0,2.0,26.0,5.0,451473.08
1719.24,2.0,2.0,1.0,36.0,1.0,194143.05
1410.14,5.0,2.0,1.0,6.0,2.0,208056.46
1912.22,5.0,3.0,2.0,21.0,1.0,250482.16
1586.75,3.0,3.0,1.0,3.0,6.0,264930.11
1467.11,2.0,1.0,2.0,13.0,2.0,193105.44
2411.83,1.0,1.0,1.0,33.0,4.0,293175.87
4585.27,5.0,2.0,2.0,22.0,5.0,549773.52
2781.77,1.0,2.0,2.0,43.0,7.0,373621.74
1345.64,2.0,2.0,2.0,41.0,1.0,178069.97
846.37,5.0,3.0,1.0,24.0,5.0,180202.67
3632.7,5.0,2.0,2.0,0.0,4.0,454331.49
2222.59,1.0,3.0,1.0,47.0,7.0,321231.58
4198.24,4.0,2.0,1.0,14.0,7.0,540093.27
3467.8,1.0,2.0,1.0,31.0,8.0,456901.23
4083.09,1.0,1.0,1.0,13.0,4.0,471007.57
1723.76,,3.0,1.0,40.0,4.0,244234.78
3615.62,2.0,2.0,1.0,20.0,5.0,421433.26
1688.28,2.0,1.0,2.0,46.0,5.0,238220.97
4725.81,5.0,3.0,2.0,6.0,3.0,558898.27
3363.68,3.0,3.0,1.0,35.0,5.0,414398.58
1960.3,3.0,2.0,,20.0,5.0,260687.52
1712.8,5.0,3.0,1.0,49.0,8.0,307037.94
1359.17,3.0,1.0,1.0,39.0,7.0,227372.94
3625.88,1.0,1.0,1.0,11.0,8.0,443305.54
1484.22,1.0,3.0,2.0,14.0,5.0,226352.21
,4.0,1.0,2.0,14.0,2.0,354649.15
1690.86,,3.0,1.0,16.0,8.0,296703.84
3478.86,5.0,1.0,1.0,33.0,9.0,484786.81
,5.0,3.0,2.0,43.0,2.0,478262.77
4001.11,5.0,3.0,1.0,34.0,1.0,451386.14
3923.83,1.0,3.0,1.0,38.0,6.0,471020.13
1344.75,3.0,1.0,,37.0,3.0,179831.03
897.73,5.0,3.0,2.0,13.0,1.0,141413.75
3645.27,5.0,3.0,2.0,4.0,6.0,489547.43
2157.56,1.0,2.0,1.0,29.0,8.0,313906.28
2445.56,1.0,2.0,2.0,3.0,9.0,359589.83
640.17,1.0,3.0,2.0,14.0,6.0,150956.46
1668.09,3.0,,1.0,38.0,6.0,238480.04
651.54,5.0,3.0,2.0,34.0,1.0,129737.82
4456.34,2.0,2.0,,44.0,5.0,531063.59
1595.29,2.0,1.0,2.0,9.0,3.0,192114.32
3008.02,5.0,1.0,2.0,1.0,7.0,415696.47
675.41,,3.0,2.0,43.0,9.0,209565.51
,5.0,3.0,2.0,23.0,6.0,470323.05
1953.62,5.0,1.0,1.0,27.0,5.0,
4540.64,3.0,1.0,1.0,21.0,7.0,571222.03
4496.53,,2.0,1.0,43.0,9.0,562055.61
1963.81,4.0,3.0,2.0,31.0,5.0,297107.78
4554.32,2.0,1.0,,30.0,5.0,519556.32
4982.71,,1.0,2.0,,4.0,549642.65
4214.37,1.0,3.0,2.0,20.0,5.0,506519.73
4301.92,5.0,2.0,1.0,,7.0,551729.94
1620.54,5.0,2.0,2.0,5.0,3.0,239471.85
3095.16,5.0,2.0,1.0,31.0,4.0,368713.55
802.65,1.0,2.0,2.0,1.0,9.0,180575.43
927.13,3.0,1.0,1.0,23.0,2.0,140785.95
4995.02,3.0,3.0,1.0,44.0,8.0,606044.63
1969.88,4.0,,1.0,26.0,9.0,329348.93
3866.83,3.0,1.0,1.0,8.0,5.0,464909.91
4129.99,3.0,1.0,2.0,12.0,7.0,507454.83
4361.1,5.0,1.0,1.0,13.0,6.0,525949.16
4989.33,2.0,3.0,2.0,10.0,1.0,542630.33
1586.73,3.0,3.0,1.0,13.0,8.0,280987.9
681.58,3.0,3.0,1.0,,,
2350.36,1.0,2.0,1.0,9.0,1.0,257246.25
1085.36,4.0,1.0,2.0,19.0,8.0,217587.64
600.92,1.0,1.0,1.0,15.0,3.0,91484.93
2121.92,5.0,1.0,1.0,33.0,6.0,305735.56
4026.82,2.0,3.0,2.0,15.0,8.0,512026.58
,4.0,1.0,,13.0,5.0,389378.72
1907.5,1.0,1.0,2.0,27.0,8.0,280945.71
3444.54,3.0,2.0,1.0,17.0,7.0,454494.06
1544.08,3.0,3.0,1.0,25.0,7.0,271738.6
564.72,4.0,1.0,1.0,37.0,7.0,153514.01
3939.59,3.0,3.0,2.0,6.0,9.0,521086.57
3306.84,1.0,3.0,,44.0,6.0,401511.03
3930.36,1.0,3.0,1.0,33.0,6.0,485052.32
675.22,3.0,2.0,1.0,46.0,9.0,179660.07
4267.04,3.0,,2.0,48.0,,519585.5
3287.87,5.0,3.0,2.0,,7.0,438102.97
3035.28,2.0,3.0,2.0,6.0,7.0,395500.06
3310.76,4.0,1.0,2.0,32.0,2.0,
4389.95,1.0,2.0,2.0,34.0,8.0,
3141.21,4.0,1.0,2.0,49.0,6.0,378698.5
3114.28,5.0,2.0,1.0,38.0,4.0,384447.71
4958.06,1.0,2.0,1.0,20.0,7.0,570259.06
3905.29,5.0,3.0,1.0,48.0,,515832.79
2490.32,5.0,3.0,1.0,27.0,1.0,307162.03
3683.29,3.0,1.0,1.0,31.0,4.0,442211.55
2251.54,4.0,2.0,2.0,43.0,4.0,281788.16
,4.0,,2.0,15.0,9.0,301366.08
3185.83,3.0,3.0,2.0,9.0,6.0,423976.35
4676.82,4.0,3.0,1.0,22.0,4.0,
4681.13,3.0,3.0,2.0,47.0,1.0,528983.18
2038.57,1.0,1.0,1.0,49.0,8.0,287812.41
2874.55,5.0,1.0,2.0,14.0,9.0,400742.65
1452.36,5.0,3.0,1.0,42.0,5.0,246231.83
4980.34,4.0,3.0,2.0,,5.0,
4915.03,2.0,3.0,1.0,5.0,8.0,616065.21
3422.79,5.0,,2.0,32.0,8.0,465959.44
4119.86,3.0,3.0,1.0,38.0,5.0,489893.77
3717.95,2.0,,2.0,11.0,4.0,426578.59
3169.21,2.0,2.0,1.0,35.0,6.0,386485.09
,5.0,2.0,1.0,30.0,5.0,161611.65
2546.44,5.0,2.0,1.0,9.0,8.0,358451.99
3536.54,5.0,3.0,1.0,33.0,9.0,492946.25
3548.89,3.0,2.0,2.0,40.0,1.0,386640.86
2179.05,2.0,2.0,2.0,9.0,,332141.11
4737.61,4.0,1.0,2.0,10.0,9.0,600592.65
1253.11,3.0,2.0,1.0,13.0,6.0,212670.27
2751.62,1.0,2.0,2.0,2.0,5.0,362067.76
3608.98,5.0,3.0,1.0,32.0,7.0,452994.45
3637.11,,2.0,2.0,6.0,8.0,480515.52
3418.88,3.0,2.0,,3.0,9.0,
1738.8,1.0,3.0,2.0,38.0,9.0,281701.19
1202.93,3.0,2.0,1.0,47.0,3.0,182382.91
3361.73,3.0,3.0,1.0,9.0,8.0,
